CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
22356,ITACT,66D,1,1
22356,IPC,420,2,2
22357,IPC,420,1,1
22357,ITACT,66,2,2
22357,ITACT,66C,3,3
22357,ITACT,66D,4,4
22358,IPC,279,1,1
22359,IPC,147,1,1
22359,KPACT,96,2,2
22359,IPC,504,3,3
22360,IPC,420,1,1
22360,IPC,406,2,2
22361,IPC,498A,1,1
22361,DPACT,4,2,2
22362,IPC,338,1,1
22363,IPC,380,1,1
22363,IPC,397,2,2
22364,IPC,457,1,1
22364,IPC,397,2,2
22364,IPC,380,3,3
22364,IPC,379,4,4
22365,IPC,394,1,1
22365,IPC,380,2,2
22366,IPC,326,1,1
22366,IPC,325,2,2
22367,IPC,506,1,1
22367,IPC,363,2,2
22367,IPC,302,3,3
22368,IPC,307,1,1
22368,IPC,363,2,2
22368,IPC,324,3,3
22369,IPC,506,1,1
22369,IPC,324,2,2
22370,IPC,379,1,1
22370,IPC,397,2,2
22370,IPC,392,3,3
22371,IPC,324,1,1
22371,IPC,325,2,2
22372,IPC,380,1,1
22373,IPC,279,1,1
22373,IPC,304A,2,2
22373,MVACT,185,3,3
22373,IPC,338,4,4
22374,POCSO,12,1,1
22374,POCSO,8,2,2
22375,IPC,406,1,1
22375,IPC,420,2,2
22376,IPC,304A,1,1
22376,IPC,279,2,2
22376,MVACT,185,3,3
22376,IPC,338,4,4
22377,MVACT,184,1,1
22378,IPC,325,1,1
22378,IPC,324,2,2
22378,IPC,363,3,3
22379,IPC,279,1,1
22379,IPC,304A,2,2
22379,IPC,338,3,3
22379,MVACT,185,4,4
22380,IPC,380,1,1
22380,IPC,427,2,2
22380,IPC,379,3,3
22380,IPC,457,4,4
22381,SCST,3(1)(s),1,1
22381,IPC,323,2,2
22382,DPACT,3,1,1
22383,IPC,447,1,1
22383,IPC,394,2,2
22384,IPC,506,1,1
22384,IPC,325,2,2
22384,IPC,326,3,3
22384,IPC,307,4,4
22385,ITACT,66C,1,1
22385,ITACT,66D,2,2
22385,IPC,420,3,3
22385,ITACT,66,4,4
22386,IPC,304A,1,1
22386,MVACT,184,2,2
22386,MVACT,185,3,3
22387,IPC,420,1,1
22388,POCSO,8,1,1
22388,IPC,363,2,2
22389,IPC,406,1,1
22390,IPC,323,1,1
22390,SCST,3(1)(r),2,2
22391,IPC,147,1,1
22391,IPC,504,2,2
22392,ITACT,66D,1,1
22392,IPC,420,2,2
22393,ITACT,66,1,1
22393,ITACT,66C,2,2
22394,IPC,406,1,1
22394,IPC,420,2,2
22395,MVACT,185,1,1
22396,IPC,498A,1,1
22396,IPC,376,2,2
22397,NDPS,22,1,1
22397,NDPS,21,2,2
22398,IPC,457,1,1
22398,IPC,394,2,2
22398,IPC,379,3,3
22399,IPC,376,1,1
22399,IPC,506,2,2
22399,DPACT,4,3,3
22399,IPC,498A,4,4
22400,MMDR,21,1,1
22400,ARMS,25,2,2
22401,IPC,376,1,1
22401,IPC,506,2,2
22402,SCST,3(1)(s),1,1
22403,DPACT,4,1,1
22403,IPC,509,2,2
22403,IPC,506,3,3
22404,IPC,504,1,1
22404,IPC,326,2,2
22404,IPC,363,3,3
22404,IPC,302,4,4
22405,IPC,506,1,1
22406,IPC,406,1,1
22406,IPC,420,2,2
22407,DPACT,4,1,1
22407,DPACT,3,2,2
22408,IPC,498A,1,1
22409,NDPS,22,1,1
22409,NDPS,21,2,2
22410,IPC,420,1,1
22411,IPC,279,1,1
22411,IPC,338,2,2
22412,IPC,363,1,1
22412,POCSO,4,2,2
22412,POCSO,12,3,3
22413,MVACT,184,1,1
22414,NDPS,29,1,1
22414,NDPS,20,2,2
22414,NDPS,22,3,3
22415,ITACT,66,1,1
22415,ITACT,66C,2,2
22415,IPC,420,3,3
22415,ITACT,66D,4,4
22416,IPC,447,1,1
22416,IPC,394,2,2
22417,IPC,363,1,1
22417,POCSO,12,2,2
22418,ITACT,66,1,1
22419,ITACT,66C,1,1
22419,ITACT,66,2,2
22420,NDPS,21,1,1
22421,IPC,392,1,1
22421,IPC,457,2,2
22422,IPC,324,1,1
22422,IPC,363,2,2
22423,IPC,447,1,1
22423,IPC,394,2,2
22424,IPC,307,1,1
22424,IPC,363,2,2
22424,IPC,323,3,3
22425,IPC,420,1,1
22425,ITACT,66,2,2
22426,KPACT,92,1,1
22426,IPC,504,2,2
22427,IPC,147,1,1
22427,IPC,148,2,2
22428,IPC,420,1,1
22428,IPC,406,2,2
22429,IPC,394,1,1
22430,IPC,323,1,1
22430,IPC,325,2,2
22430,IPC,302,3,3
22431,IPC,420,1,1
22431,ITACT,66C,2,2
22432,IPC,397,1,1
22432,IPC,392,2,2
22432,IPC,457,3,3
22433,IPC,392,1,1
22433,IPC,427,2,2
22434,MVACT,184,1,1
22435,IPC,504,1,1
22435,IPC,323,2,2
22435,IPC,326,3,3
22436,IPC,279,1,1
22436,IPC,338,2,2
22437,MVACT,184,1,1
22437,MVACT,185,2,2
22438,IPC,379,1,1
22438,IPC,394,2,2
22439,IPC,447,1,1
22439,IPC,379,2,2
22440,POCSO,8,1,1
22440,IPC,363,2,2
22440,POCSO,4,3,3
22441,IPC,279,1,1
22442,NDPS,21,1,1
22442,NDPS,20,2,2
22442,NDPS,29,3,3
22443,IPC,427,1,1
22443,IPC,457,2,2
22443,IPC,394,3,3
22444,ITACT,66C,1,1
22444,ITACT,66,2,2
22444,ITACT,66D,3,3
22444,IPC,420,4,4
22445,ITACT,66C,1,1
22445,ITACT,66D,2,2
22445,ITACT,66,3,3
22446,IPC,338,1,1
22446,IPC,279,2,2
22446,IPC,304A,3,3
22446,MVACT,184,4,4
22447,IPC,506,1,1
22447,IPC,326,2,2
22447,IPC,307,3,3
22447,IPC,323,4,4
22448,IPC,380,1,1
22449,IPC,376,1,1
22449,IPC,354,2,2
22450,IPC,392,1,1
22451,IPC,498A,1,1
22452,IPC,304A,1,1
22452,MVACT,185,2,2
22452,IPC,338,3,3
22452,IPC,279,4,4
22453,IPC,323,1,1
22453,IPC,324,2,2
22454,IPC,338,1,1
22454,IPC,279,2,2
22455,IPC,147,1,1
22455,IPC,149,2,2
22455,KPACT,96,3,3
22456,IPC,147,1,1
22456,IPC,148,2,2
22457,IPC,447,1,1
22458,IPC,457,1,1
22458,IPC,380,2,2
22459,IPC,304A,1,1
22459,MVACT,185,2,2
22460,IPC,420,1,1
22461,IPC,379,1,1
22461,IPC,447,2,2
22461,IPC,380,3,3
22461,IPC,394,4,4
22462,IPC,363,1,1
22462,POCSO,8,2,2
22462,POCSO,6,3,3
22463,IPC,279,1,1
22463,MVACT,184,2,2
22463,IPC,338,3,3
22464,IPC,504,1,1
22464,IPC,363,2,2
22464,IPC,506,3,3
22464,IPC,323,4,4
22465,IPC,504,1,1
22465,IPC,325,2,2
22466,IPC,392,1,1
22467,KPACT,92,1,1
22467,IPC,147,2,2
22468,MVACT,184,1,1
22468,IPC,279,2,2
22468,IPC,304A,3,3
22469,IPC,504,1,1
22470,IPC,506,1,1
22470,IPC,323,2,2
22470,IPC,325,3,3
22470,IPC,326,4,4
22471,IPC,379,1,1
22471,IPC,397,2,2
22471,IPC,380,3,3
22472,IPC,406,1,1
22472,IPC,420,2,2
22473,ITACT,66,1,1
22473,ITACT,66D,2,2
22474,IPC,379,1,1
22475,IPC,323,1,1
22476,MVACT,185,1,1
22477,IPC,427,1,1
22477,IPC,394,2,2
22477,IPC,457,3,3
22477,IPC,379,4,4
22478,ITACT,66C,1,1
22479,DPACT,3,1,1
22480,POCSO,8,1,1
22480,POCSO,6,2,2
22481,IPC,427,1,1
22482,IPC,338,1,1
22482,MVACT,185,2,2
22482,MVACT,184,3,3
22482,IPC,279,4,4
22483,IPC,338,1,1
22484,IPC,379,1,1
22484,IPC,447,2,2
22485,IPC,143,1,1
22485,IPC,148,2,2
22485,IPC,149,3,3
22485,IPC,147,4,4
22486,IPC,279,1,1
22486,IPC,304A,2,2
22487,IPC,307,1,1
22487,IPC,323,2,2
22488,IPC,406,1,1
22489,IPC,392,1,1
22489,IPC,427,2,2
22490,IPC,457,1,1
22490,IPC,380,2,2
22490,IPC,394,3,3
22491,IPC,397,1,1
22491,IPC,379,2,2
22492,IPC,338,1,1
22492,IPC,304A,2,2
22493,IPC,326,1,1
22494,IPC,427,1,1
22495,IPC,506,1,1
22495,IPC,302,2,2
22495,IPC,307,3,3
22495,IPC,326,4,4
22496,IPC,307,1,1
22496,IPC,504,2,2
22496,IPC,324,3,3
22496,IPC,325,4,4
22497,NDPS,27,1,1
22497,NDPS,22,2,2
22497,NDPS,21,3,3
22497,NDPS,29,4,4
22498,IPC,149,1,1
22498,KPACT,92,2,2
22498,IPC,143,3,3
22499,IPC,325,1,1
22499,IPC,504,2,2
22499,IPC,363,3,3
22499,IPC,324,4,4
22500,IPC,420,1,1
22500,IPC,406,2,2
22501,IPC,509,1,1
22501,DPACT,3,2,2
22501,DPACT,4,3,3
22501,IPC,498A,4,4
22502,IPC,504,1,1
22502,KPACT,92,2,2
22503,IPC,279,1,1
22503,IPC,338,2,2
22503,IPC,304A,3,3
22504,IPC,457,1,1
22504,IPC,427,2,2
22504,IPC,397,3,3
22505,ITACT,66D,1,1
22505,IPC,420,2,2
22506,IPC,420,1,1
22506,IPC,406,2,2
22507,IPC,498A,1,1
22507,IPC,354,2,2
22508,MMDR,21,1,1
22508,ARMS,25,2,2
22509,IPC,506,1,1
22510,IPC,392,1,1
22511,ITACT,66D,1,1
22512,IPC,406,1,1
22512,IPC,420,2,2
22513,NDPS,29,1,1
22513,NDPS,21,2,2
22514,IPC,406,1,1
22514,IPC,420,2,2
22515,KPACT,92,1,1
22515,IPC,143,2,2
22515,IPC,148,3,3
22516,ITACT,66,1,1
22517,IPC,376,1,1
22518,POCSO,4,1,1
22519,IPC,392,1,1
22519,IPC,380,2,2
22519,IPC,427,3,3
22519,IPC,379,4,4
22520,IPC,420,1,1
22520,ITACT,66C,2,2
22521,IPC,143,1,1
22521,IPC,504,2,2
22521,KPACT,96,3,3
22521,IPC,147,4,4
22522,MMDR,21,1,1
22522,KEXC,34,2,2
22522,MMDR,4,3,3
22523,IPC,397,1,1
22523,IPC,379,2,2
22524,IPC,324,1,1
22524,IPC,506,2,2
22524,IPC,307,3,3
22525,ITACT,66,1,1
22526,ITACT,66D,1,1
22526,ITACT,66,2,2
22526,IPC,420,3,3
22526,ITACT,66C,4,4
22527,DPACT,4,1,1
22527,DPACT,3,2,2
22527,IPC,506,3,3
22527,IPC,376,4,4
22528,IPC,279,1,1
22528,IPC,304A,2,2
22528,MVACT,184,3,3
22528,MVACT,185,4,4
22529,IPC,397,1,1
22530,IPC,392,1,1
22531,ITACT,66D,1,1
22532,ITACT,66,1,1
22532,ITACT,66D,2,2
22533,IPC,324,1,1
22533,IPC,363,2,2
22533,IPC,302,3,3
22534,IPC,420,1,1
22534,ITACT,66C,2,2
22535,IPC,147,1,1
22536,IPC,379,1,1
22536,IPC,427,2,2
22537,IPC,506,1,1
22537,IPC,509,2,2
22537,IPC,376,3,3
22537,DPACT,4,4,4
22538,IPC,325,1,1
22538,IPC,302,2,2
22538,IPC,506,3,3
22539,MVACT,185,1,1
22539,IPC,304A,2,2
22539,IPC,279,3,3
22540,MVACT,185,1,1
22540,IPC,338,2,2
22540,IPC,279,3,3
22541,IPC,379,1,1
22541,IPC,427,2,2
22541,IPC,447,3,3
22542,IPC,304A,1,1
22543,IPC,302,1,1
22543,IPC,325,2,2
22543,IPC,324,3,3
22543,IPC,307,4,4
22544,IPC,326,1,1
22544,IPC,307,2,2
22544,IPC,506,3,3
22545,IPC,149,1,1
22545,IPC,143,2,2
22546,KEXC,32,1,1
22546,MMDR,4,2,2
22547,IPC,307,1,1
22547,IPC,323,2,2
22547,IPC,504,3,3
22547,IPC,363,4,4
22548,ITACT,66C,1,1
22549,ITACT,66,1,1
22549,IPC,420,2,2
22550,IPC,447,1,1
22550,IPC,397,2,2
22551,IPC,406,1,1
22551,IPC,420,2,2
22552,IPC,279,1,1
22552,IPC,338,2,2
22552,IPC,304A,3,3
22552,MVACT,184,4,4
22553,IPC,447,1,1
22553,IPC,427,2,2
22553,IPC,457,3,3
22553,IPC,380,4,4
22554,IPC,380,1,1
22554,IPC,457,2,2
22555,IPC,504,1,1
22556,ITACT,66C,1,1
22556,IPC,420,2,2
22556,ITACT,66,3,3
22556,ITACT,66D,4,4
22557,NDPS,20,1,1
22557,NDPS,27,2,2
22558,IPC,420,1,1
22558,IPC,406,2,2
22559,IPC,376,1,1
22559,IPC,506,2,2
22560,IPC,324,1,1
22561,IPC,457,1,1
22561,IPC,394,2,2
22562,MVACT,185,1,1
22562,IPC,279,2,2
22562,IPC,304A,3,3
22562,MVACT,184,4,4
22563,IPC,420,1,1
22564,IPC,427,1,1
22564,IPC,457,2,2
22565,IPC,406,1,1
22565,IPC,420,2,2
22566,IPC,394,1,1
22566,IPC,392,2,2
22567,IPC,325,1,1
22568,IPC,394,1,1
22569,IPC,457,1,1
22569,IPC,394,2,2
22570,IPC,427,1,1
22570,IPC,447,2,2
22571,IPC,447,1,1
22571,IPC,427,2,2
22571,IPC,379,3,3
22572,MVACT,185,1,1
22572,IPC,338,2,2
22572,MVACT,184,3,3
22573,IPC,304A,1,1
22574,IPC,326,1,1
22574,IPC,363,2,2
22575,ITACT,66D,1,1
22576,IPC,302,1,1
22576,IPC,504,2,2
22576,IPC,324,3,3
22576,IPC,325,4,4
22577,DPACT,3,1,1
22577,IPC,354,2,2
22577,DPACT,4,3,3
22577,IPC,498A,4,4
22578,DPACT,3,1,1
22578,IPC,498A,2,2
22578,DPACT,4,3,3
22579,ITACT,66D,1,1
22579,IPC,420,2,2
22580,IPC,506,1,1
22580,IPC,509,2,2
22581,IPC,509,1,1
22581,IPC,506,2,2
22582,IPC,504,1,1
22582,IPC,147,2,2
22582,IPC,149,3,3
22583,IPC,325,1,1
22583,IPC,326,2,2
22583,IPC,323,3,3
22583,IPC,307,4,4
22584,IPC,447,1,1
22584,IPC,380,2,2
22584,IPC,379,3,3
22585,IPC,397,1,1
22585,IPC,457,2,2
22586,IPC,380,1,1
22586,IPC,394,2,2
22587,IPC,325,1,1
22587,IPC,324,2,2
22587,IPC,307,3,3
22587,IPC,302,4,4
22588,IPC,325,1,1
22588,IPC,307,2,2
22589,IPC,354,1,1
22590,IPC,326,1,1
22590,IPC,325,2,2
22590,IPC,504,3,3
22590,IPC,324,4,4
22591,IPC,397,1,1
22592,ITACT,66D,1,1
22592,ITACT,66C,2,2
22592,IPC,420,3,3
22593,IPC,338,1,1
22594,IPC,427,1,1
22594,IPC,447,2,2
22594,IPC,394,3,3
22595,IPC,457,1,1
22595,IPC,394,2,2
22596,ITACT,66,1,1
22596,ITACT,66C,2,2
22597,KPACT,109,1,1
22597,IPC,506,2,2
22598,NDPS,21,1,1
22598,NDPS,22,2,2
22598,NDPS,20,3,3
22598,NDPS,29,4,4
22599,IPC,379,1,1
22599,IPC,427,2,2
22600,ITACT,66C,1,1
22600,ITACT,66,2,2
22601,IPC,498A,1,1
22602,IPC,420,1,1
22602,IPC,406,2,2
22603,IPC,307,1,1
22604,IPC,323,1,1
22604,IPC,504,2,2
22604,SCST,3(1)(s),3,3
22604,SCST,3(1)(r),4,4
22605,DPACT,4,1,1
22606,IPC,447,1,1
22606,IPC,457,2,2
22607,IPC,307,1,1
22607,IPC,325,2,2
22607,IPC,506,3,3
22608,IPC,406,1,1
22609,IPC,420,1,1
22609,ITACT,66C,2,2
22609,ITACT,66,3,3
22609,ITACT,66D,4,4
22610,IPC,427,1,1
22610,IPC,457,2,2
22611,IPC,457,1,1
22612,POCSO,12,1,1
22612,POCSO,4,2,2
22613,IPC,326,1,1
22613,IPC,323,2,2
22614,ITACT,66D,1,1
22614,ITACT,66C,2,2
22615,IPC,394,1,1
22615,IPC,380,2,2
22615,IPC,447,3,3
22615,IPC,379,4,4
22616,IPC,325,1,1
22616,IPC,307,2,2
22616,IPC,363,3,3
22617,MVACT,184,1,1
22618,IPC,420,1,1
22618,IPC,406,2,2
22619,IPC,427,1,1
22619,IPC,457,2,2
22620,IPC,427,1,1
22620,IPC,392,2,2
22620,IPC,379,3,3
22620,IPC,447,4,4
22621,IPC,338,1,1
22621,IPC,279,2,2
22621,IPC,304A,3,3
22622,IPC,304A,1,1
22622,IPC,279,2,2
22622,IPC,338,3,3
22623,DPACT,4,1,1
22624,KPACT,96,1,1
22624,IPC,504,2,2
22624,IPC,143,3,3
22624,IPC,149,4,4
22625,IPC,406,1,1
22625,IPC,420,2,2
22626,IPC,380,1,1
22626,IPC,379,2,2
22627,IPC,447,1,1
22627,IPC,379,2,2
22627,IPC,427,3,3
22628,IPC,457,1,1
22629,IPC,498A,1,1
22629,DPACT,3,2,2
22630,NDPS,29,1,1
22631,IPC,354,1,1
22632,IPC,397,1,1
22633,IPC,406,1,1
22633,IPC,420,2,2
22634,IPC,420,1,1
22634,IPC,406,2,2
22635,IPC,302,1,1
22635,IPC,326,2,2
22635,IPC,324,3,3
22635,IPC,307,4,4
22636,IPC,307,1,1
22637,IPC,392,1,1
22638,ITACT,66C,1,1
22638,ITACT,66,2,2
22638,IPC,420,3,3
22638,ITACT,66D,4,4
22639,IPC,427,1,1
22639,IPC,392,2,2
22640,ITACT,66,1,1
22640,IPC,420,2,2
22640,ITACT,66D,3,3
22641,IPC,406,1,1
22641,IPC,420,2,2
22642,IPC,326,1,1
22642,IPC,506,2,2
22643,IPC,307,1,1
22644,IPC,392,1,1
22645,IPC,457,1,1
22646,IPC,420,1,1
22646,ITACT,66C,2,2
22647,IPC,323,1,1
22647,IPC,307,2,2
22647,IPC,326,3,3
22648,IPC,354,1,1
22648,IPC,376,2,2
22649,IPC,420,1,1
22649,IPC,406,2,2
22650,ITACT,66,1,1
22650,ITACT,66C,2,2
22651,IPC,420,1,1
22651,IPC,406,2,2
22652,IPC,326,1,1
22653,IPC,302,1,1
22653,IPC,504,2,2
22653,IPC,307,3,3
22653,IPC,363,4,4
22654,IPC,392,1,1
22655,IPC,149,1,1
22656,NDPS,29,1,1
22657,ITACT,66,1,1
22657,ITACT,66D,2,2
22657,IPC,420,3,3
22658,IPC,457,1,1
22658,IPC,447,2,2
22658,IPC,427,3,3
22659,IPC,506,1,1
22660,IPC,420,1,1
22661,MVACT,185,1,1
22661,IPC,338,2,2
22661,IPC,304A,3,3
22662,IPC,406,1,1
22662,IPC,420,2,2
22663,IPC,457,1,1
22663,IPC,427,2,2
22664,KPACT,92,1,1
22664,IPC,149,2,2
22665,IPC,447,1,1
22666,DPACT,4,1,1
22666,IPC,498A,2,2
22666,IPC,509,3,3
22667,IPC,392,1,1
22668,IPC,420,1,1
22668,IPC,406,2,2
22669,IPC,506,1,1
22669,IPC,325,2,2
22669,IPC,363,3,3
22670,IPC,504,1,1
22670,IPC,302,2,2
22670,IPC,363,3,3
22670,IPC,506,4,4
22671,IPC,148,1,1
22671,IPC,149,2,2
22671,IPC,143,3,3
22671,KPACT,96,4,4
22672,IPC,406,1,1
22672,IPC,420,2,2
22673,IPC,447,1,1
22673,IPC,427,2,2
22674,IPC,504,1,1
22675,IPC,420,1,1
22675,ITACT,66C,2,2
22676,IPC,509,1,1
22676,IPC,506,2,2
22676,IPC,354,3,3
22677,IPC,326,1,1
22677,IPC,324,2,2
22677,IPC,504,3,3
22677,IPC,323,4,4
22678,IPC,406,1,1
22679,IPC,149,1,1
22679,IPC,504,2,2
22680,IPC,504,1,1
22681,DPACT,3,1,1
22681,IPC,506,2,2
22682,MVACT,185,1,1
22682,IPC,304A,2,2
22682,IPC,338,3,3
22683,IPC,279,1,1
22683,IPC,338,2,2
22683,MVACT,184,3,3
22683,MVACT,185,4,4
22684,IPC,420,1,1
22684,IPC,406,2,2
22685,IPC,447,1,1
22685,IPC,394,2,2
22686,NDPS,29,1,1
22686,NDPS,22,2,2
22687,IPC,504,1,1
22688,DPACT,4,1,1
22688,DPACT,3,2,2
22689,ITACT,66,1,1
22689,ITACT,66C,2,2
22689,IPC,420,3,3
22689,ITACT,66D,4,4
22690,IPC,279,1,1
22690,IPC,304A,2,2
22690,MVACT,184,3,3
22690,IPC,338,4,4
22691,NDPS,29,1,1
22691,NDPS,21,2,2
22692,IPC,279,1,1
22692,MVACT,184,2,2
22692,IPC,304A,3,3
22692,MVACT,185,4,4
22693,KPACT,96,1,1
22693,IPC,504,2,2
22693,IPC,148,3,3
22694,POCSO,6,1,1
22695,IPC,279,1,1
22695,MVACT,184,2,2
22696,IPC,406,1,1
22696,IPC,420,2,2
22697,MVACT,185,1,1
22698,IPC,376,1,1
22698,DPACT,4,2,2
22699,ITACT,66,1,1
22699,ITACT,66D,2,2
22699,IPC,420,3,3
22699,ITACT,66C,4,4
22700,IPC,506,1,1
22700,IPC,323,2,2
22701,POCSO,6,1,1
22701,POCSO,4,2,2
22702,IPC,304A,1,1
22702,IPC,338,2,2
22703,KEXC,34,1,1
22703,MMDR,4,2,2
22704,DPACT,4,1,1
22704,IPC,354,2,2
22705,IPC,506,1,1
22705,IPC,376,2,2
22706,IPC,326,1,1
22706,IPC,325,2,2
22706,IPC,324,3,3
22706,IPC,504,4,4
22707,IPC,420,1,1
22707,ITACT,66C,2,2
22707,ITACT,66,3,3
22708,IPC,380,1,1
22709,MVACT,184,1,1
22709,MVACT,185,2,2
22710,ITACT,66,1,1
22710,ITACT,66D,2,2
22710,IPC,420,3,3
22710,ITACT,66C,4,4
22711,KPACT,92,1,1
22711,IPC,148,2,2
22712,ITACT,66D,1,1
22713,IPC,379,1,1
22713,IPC,397,2,2
22713,IPC,394,3,3
22713,IPC,392,4,4
22714,IPC,406,1,1
22714,IPC,420,2,2
22715,IPC,504,1,1
22715,IPC,307,2,2
22715,IPC,506,3,3
22716,IPC,420,1,1
22716,ITACT,66C,2,2
22717,ARMS,25,1,1
22717,MMDR,21,2,2
22718,IPC,457,1,1
22718,IPC,394,2,2
22718,IPC,392,3,3
22718,IPC,397,4,4
22719,IPC,457,1,1
22719,IPC,380,2,2
22719,IPC,447,3,3
22720,NDPS,22,1,1
22720,NDPS,21,2,2
22720,NDPS,27,3,3
22721,IPC,147,1,1
22721,KPACT,92,2,2
22721,IPC,504,3,3
22721,IPC,143,4,4
22722,IPC,143,1,1
22722,IPC,504,2,2
22723,IPC,397,1,1
22724,IPC,279,1,1
22724,MVACT,184,2,2
22724,IPC,304A,3,3
22725,IPC,498A,1,1
22726,IPC,379,1,1
22726,IPC,380,2,2
22727,IPC,406,1,1
22727,IPC,420,2,2
22728,IPC,506,1,1
22729,KPACT,92,1,1
22729,IPC,147,2,2
22729,IPC,504,3,3
22730,IPC,420,1,1
22731,IPC,354,1,1
22731,IPC,506,2,2
22731,IPC,498A,3,3
22732,IPC,380,1,1
22733,IPC,338,1,1
22734,IPC,457,1,1
22734,IPC,397,2,2
22735,ITACT,66D,1,1
22735,IPC,420,2,2
22736,IPC,148,1,1
22736,IPC,143,2,2
22736,KPACT,96,3,3
22737,ITACT,66C,1,1
22737,IPC,420,2,2
22737,ITACT,66,3,3
22738,IPC,279,1,1
22738,IPC,304A,2,2
22738,MVACT,185,3,3
22739,MVACT,185,1,1
22739,IPC,338,2,2
22739,IPC,279,3,3
22740,IPC,509,1,1
22740,IPC,498A,2,2
22741,IPC,397,1,1
22742,ITACT,66D,1,1
22742,ITACT,66C,2,2
22742,ITACT,66,3,3
22743,IPC,380,1,1
22743,IPC,392,2,2
22744,MVACT,184,1,1
22745,IPC,324,1,1
22745,IPC,323,2,2
22746,ITACT,66,1,1
22747,IPC,148,1,1
22748,IPC,338,1,1
22748,IPC,279,2,2
22748,MVACT,185,3,3
22749,IPC,363,1,1
22749,IPC,307,2,2
22750,IPC,323,1,1
22750,IPC,307,2,2
22751,NDPS,27,1,1
22752,IPC,392,1,1
22753,IPC,509,1,1
22754,NDPS,29,1,1
22755,DPACT,3,1,1
22755,IPC,506,2,2
22756,IPC,394,1,1
22756,IPC,380,2,2
22757,IPC,504,1,1
22757,IPC,506,2,2
22757,IPC,323,3,3
22758,ITACT,66,1,1
22758,IPC,420,2,2
22758,ITACT,66D,3,3
22759,IPC,307,1,1
22759,IPC,504,2,2
22760,IPC,307,1,1
22760,IPC,325,2,2
22761,IPC,498A,1,1
22761,IPC,354,2,2
22762,ITACT,66C,1,1
22762,ITACT,66,2,2
22763,IPC,379,1,1
22763,IPC,427,2,2
22763,IPC,392,3,3
22763,IPC,397,4,4
22764,IPC,447,1,1
22765,MVACT,185,1,1
22765,IPC,304A,2,2
22766,IPC,447,1,1
22767,IPC,420,1,1
22768,ITACT,66C,1,1
22768,ITACT,66D,2,2
22768,ITACT,66,3,3
22769,NDPS,20,1,1
22769,NDPS,22,2,2
22769,NDPS,27,3,3
22770,DPACT,3,1,1
22771,MVACT,185,1,1
22771,IPC,304A,2,2
22772,KPACT,109,1,1
22772,IPC,506,2,2
22772,IPC,447,3,3
22773,IPC,363,1,1
22773,POCSO,8,2,2
22774,IPC,304A,1,1
22775,IPC,447,1,1
22775,IPC,379,2,2
22776,ITACT,66C,1,1
22776,ITACT,66D,2,2
22777,IPC,457,1,1
22777,IPC,394,2,2
22778,IPC,304A,1,1
22778,IPC,279,2,2
22778,MVACT,185,3,3
22778,MVACT,184,4,4
22779,ITACT,66,1,1
22779,ITACT,66D,2,2
22779,ITACT,66C,3,3
22779,IPC,420,4,4
22780,MMDR,4,1,1
22781,ITACT,66D,1,1
22781,ITACT,66,2,2
22781,ITACT,66C,3,3
22782,IPC,420,1,1
22782,IPC,406,2,2
22783,IPC,457,1,1
22784,IPC,324,1,1
22784,IPC,326,2,2
22784,IPC,506,3,3
22785,NDPS,29,1,1
22785,NDPS,21,2,2
22786,IPC,457,1,1
22786,IPC,447,2,2
22786,IPC,394,3,3
22787,KPACT,96,1,1
22787,IPC,147,2,2
22787,IPC,149,3,3
22787,IPC,143,4,4
22788,IPC,457,1,1
22788,IPC,392,2,2
22788,IPC,397,3,3
22789,IPC,457,1,1
22789,IPC,397,2,2
22789,IPC,392,3,3
22789,IPC,447,4,4
22790,IPC,302,1,1
22790,IPC,323,2,2
22790,IPC,325,3,3
22791,IPC,354,1,1
22791,DPACT,3,2,2
22792,IPC,363,1,1
22793,IPC,363,1,1
22793,IPC,506,2,2
22793,IPC,325,3,3
22794,MVACT,185,1,1
22794,IPC,304A,2,2
22795,NDPS,29,1,1
22795,NDPS,20,2,2
22796,IPC,338,1,1
22796,MVACT,185,2,2
22796,MVACT,184,3,3
22796,IPC,279,4,4
22797,IPC,420,1,1
22797,ITACT,66,2,2
22797,ITACT,66C,3,3
22797,ITACT,66D,4,4
22798,IPC,447,1,1
22799,IPC,406,1,1
22799,IPC,420,2,2
22800,IPC,363,1,1
22800,IPC,324,2,2
22801,IPC,324,1,1
22802,IPC,420,1,1
22802,IPC,406,2,2
22803,DPACT,4,1,1
22803,IPC,506,2,2
22803,IPC,498A,3,3
22803,DPACT,3,4,4
22804,IPC,323,1,1
22804,IPC,504,2,2
22805,IPC,323,1,1
22805,IPC,326,2,2
22805,IPC,504,3,3
22806,IPC,420,1,1
22806,ITACT,66D,2,2
22806,ITACT,66,3,3
22807,IPC,323,1,1
22807,IPC,326,2,2
22807,IPC,504,3,3
22807,IPC,324,4,4
22808,MVACT,185,1,1
22808,MVACT,184,2,2
22808,IPC,304A,3,3
22808,IPC,338,4,4
22809,NDPS,27,1,1
22809,NDPS,29,2,2
22809,NDPS,22,3,3
22809,NDPS,20,4,4
22810,IPC,376,1,1
22810,IPC,509,2,2
22811,ITACT,66D,1,1
22811,ITACT,66,2,2
22812,IPC,304A,1,1
22812,MVACT,184,2,2
22813,IPC,304A,1,1
22814,IPC,447,1,1
22814,IPC,457,2,2
22815,IPC,379,1,1
