CSID,CaseMasterID,csdate,cstype,PolicePersonID
18996,27374,2023-10-21 03:58:31.286734,A,5331
18997,27375,2023-04-28 22:36:14.351315,A,6654
18998,27376,2023-08-08 08:36:43.602060,A,5882
18999,27379,2023-03-15 00:06:30.174988,A,4367
19000,27380,2023-11-08 11:44:42.817836,C,6879
19001,27381,2024-04-25 21:56:43.811266,A,1590
19002,27384,2024-02-17 10:38:40.303706,A,6815
19003,27385,2024-04-14 09:27:51.730395,A,1755
19004,27386,2023-08-27 22:13:16.433944,A,7175
19005,27387,2023-03-14 17:38:52.027354,B,7205
19006,27388,2023-05-31 15:03:31.355175,A,6118
19007,27389,2024-02-05 04:11:09.448109,C,5502
19008,27391,2023-10-03 18:01:57.175653,A,7054
19009,27392,2023-09-04 12:11:40.093043,C,2429
19010,27393,2023-06-29 01:20:03.805918,C,5596
19011,27396,2023-09-13 17:45:50.225347,B,7567
19012,27397,2023-09-04 05:22:13.997030,A,4091
19013,27398,2024-06-11 14:37:48.221491,A,4985
19014,27399,2023-03-06 23:21:49.244274,A,5658
19015,27401,2024-05-01 19:30:07.197400,B,6713
19016,27403,2023-07-04 22:20:11.957104,A,7442
19017,27404,2023-09-27 06:44:06.524143,C,388
19018,27405,2023-07-20 19:13:27.684255,C,5293
19019,27408,2023-10-20 09:30:16.637554,A,4624
19020,27409,2024-01-13 15:05:10.341706,A,6837
19021,27411,2024-02-01 02:27:03.409050,C,7877
19022,27415,2023-08-09 06:51:32.655654,A,3280
19023,27416,2023-05-26 10:41:34.187938,C,2117
19024,27417,2023-07-12 10:00:36.110189,C,2456
19025,27418,2023-02-04 14:26:39.706332,C,4168
19026,27420,2024-01-24 13:26:57.457574,C,6132
19027,27421,2023-07-20 15:40:33.812268,A,8068
19028,27423,2023-08-22 23:50:43.945704,A,1071
19029,27424,2023-11-15 02:11:27.351793,C,5804
19030,27425,2023-02-15 18:46:52.077295,B,6031
19031,27426,2023-08-20 03:14:46.251875,A,7622
19032,27427,2023-07-19 01:00:28.616250,A,6358
19033,27429,2023-08-05 10:22:51.786166,A,7892
19034,27430,2023-12-07 06:09:32.953423,A,7959
19035,27431,2023-05-10 01:30:04.449836,A,2096
19036,27434,2023-07-19 09:50:57.690734,A,6744
19037,27435,2023-11-07 19:53:48.090229,A,5177
19038,27436,2024-04-08 04:44:29.765163,A,5384
19039,27437,2023-08-09 11:26:54.766814,A,3356
19040,27438,2023-09-26 09:41:59.640293,B,1132
19041,27439,2024-01-26 01:32:33.559996,A,4399
19042,27441,2023-07-05 08:01:20.495401,A,994
19043,27442,2023-07-16 00:30:31.561584,A,5714
19044,27443,2024-02-12 10:30:50.461037,A,6600
19045,27445,2023-12-15 08:38:11.797425,A,6866
19046,27446,2024-01-07 22:00:24.873752,A,6923
19047,27447,2024-03-01 04:28:37.588596,A,6451
19048,27449,2023-03-26 07:46:15.350739,C,6285
19049,27451,2023-11-01 02:05:52.570405,C,6977
19050,27453,2023-04-17 01:52:02.950435,A,5727
19051,27454,2024-03-27 21:00:48.095165,A,4528
19052,27455,2023-03-24 09:12:36.153089,C,3437
19053,27457,2024-02-29 10:32:50.265706,B,5676
19054,27459,2024-06-06 15:39:21.954727,C,4026
19055,27460,2023-06-15 18:53:02.558234,B,6765
19056,27463,2023-09-08 12:21:58.066435,A,4089
19057,27464,2023-09-13 16:39:32.574729,A,7242
19058,27466,2023-12-25 22:22:15.441175,C,1100
19059,27467,2024-04-25 15:47:10.637777,C,5570
19060,27468,2023-07-18 09:22:30.158635,A,6765
19061,27469,2024-01-08 21:25:50.038581,A,4430
19062,27470,2023-11-19 09:56:19.024160,A,6045
19063,27472,2024-03-07 12:28:07.493521,A,7001
19064,27474,2023-05-24 16:50:59.360919,C,4969
19065,27477,2024-03-08 03:27:57.636935,A,5902
19066,27478,2023-11-09 17:49:28.712972,A,3941
19067,27479,2024-02-09 06:54:28.927987,C,4202
19068,27480,2023-11-26 11:50:28.107311,B,6181
19069,27484,2023-12-28 19:23:11.471929,A,7657
19070,27485,2023-09-06 19:44:21.285215,A,6866
19071,27487,2023-09-01 11:54:57.921215,B,2370
19072,27488,2024-04-07 10:34:19.403783,A,6203
19073,27489,2023-08-26 06:45:18.652478,A,5190
19074,27495,2023-06-20 23:01:02.356147,C,372
19075,27497,2023-09-22 02:38:48.149001,A,6955
19076,27498,2023-03-31 06:04:24.682300,A,2941
19077,27499,2023-10-15 01:09:04.550337,A,1967
19078,27500,2023-04-01 00:51:21.721751,A,3450
19079,27501,2023-09-15 01:28:29.914140,B,2850
19080,27504,2024-01-23 11:02:48.836354,A,6702
19081,27506,2023-10-18 09:01:53.244878,A,3208
19082,27508,2023-11-19 07:05:56.553695,A,7467
19083,27509,2023-04-11 12:01:29.593932,A,7833
19084,27510,2024-02-08 08:50:42.529770,A,1692
19085,27511,2023-12-27 16:46:09.568210,A,5506
19086,27512,2023-08-02 09:48:05.554206,A,1452
19087,27513,2024-01-05 13:54:21.687897,A,3766
19088,27515,2023-04-11 14:55:46.091402,A,3747
19089,27516,2023-04-03 02:20:07.716312,A,5558
19090,27517,2024-02-05 02:14:14.130732,C,6249
19091,27518,2023-10-14 15:49:31.005626,B,3748
19092,27519,2023-12-16 10:40:43.242447,B,5006
19093,27520,2023-12-07 15:31:22.208309,C,7262
19094,27523,2024-05-31 08:50:59.842587,A,6304
19095,27524,2023-10-09 23:32:13.818273,A,5877
19096,27525,2023-07-29 07:12:29.403112,A,7159
19097,27527,2023-08-09 05:37:48.515210,C,5864
19098,27529,2024-01-27 13:19:23.855909,A,2411
19099,27531,2023-04-01 04:13:41.553024,A,5471
19100,27532,2023-12-21 06:51:47.817639,A,781
19101,27534,2023-10-18 15:42:28.616520,B,5182
19102,27535,2024-02-11 18:43:53.882698,A,5151
19103,27536,2023-06-13 06:24:23.073614,C,7660
19104,27538,2023-10-29 14:47:17.692348,A,6974
19105,27539,2024-01-31 22:22:48.425286,A,5322
19106,27540,2023-03-07 11:00:49.096737,A,7692
19107,27541,2023-05-28 10:43:37.239306,A,2810
19108,27544,2023-06-15 09:41:33.449200,A,4061
19109,27545,2023-09-02 00:39:49.869224,C,7512
19110,27550,2024-03-01 10:52:58.870612,B,6215
19111,27551,2023-04-06 20:29:02.228627,C,5025
19112,27552,2023-05-16 13:46:55.078337,A,6773
19113,27553,2023-07-17 22:07:23.511238,A,6088
19114,27554,2023-02-16 04:50:07.532769,A,5190
19115,27556,2023-06-30 15:50:26.254616,A,6201
19116,27557,2023-06-20 04:24:41.182735,A,6345
19117,27560,2023-10-08 02:39:21.075666,C,3113
19118,27561,2023-09-15 11:42:19.778255,A,7906
19119,27563,2024-01-02 23:12:50.704863,A,6579
19120,27564,2023-09-16 10:40:27.281476,A,130
19121,27565,2023-03-31 02:57:51.253008,C,1586
19122,27566,2023-06-04 14:55:17.336219,A,6500
19123,27567,2024-01-28 12:11:43.325377,A,863
19124,27571,2023-11-09 16:05:27.839706,C,3325
19125,27572,2023-07-11 19:56:21.211098,B,7250
19126,27573,2023-12-04 14:00:53.405999,C,6577
19127,27575,2023-05-15 20:53:59.521773,A,5252
19128,27577,2023-08-18 04:45:48.301205,B,1121
19129,27579,2023-11-15 03:48:05.979294,A,5533
19130,27580,2023-03-21 18:43:59.884344,B,5152
19131,27581,2024-01-18 08:10:47.305119,A,1725
19132,27583,2024-02-07 00:45:10.425809,C,2961
19133,27586,2023-12-25 00:20:53.491841,A,6706
19134,27587,2023-11-04 06:42:53.450207,A,2929
19135,27588,2023-07-08 13:42:17.935814,C,2795
19136,27589,2023-10-20 11:37:58.148801,A,967
19137,27590,2023-07-14 13:47:50.975921,A,5934
19138,27593,2023-12-05 14:58:31.982348,A,3271
19139,27596,2024-02-02 06:06:54.637866,A,7685
19140,27597,2023-09-16 04:00:50.346921,C,7186
19141,27600,2023-10-26 10:09:09.160778,A,603
19142,27601,2023-10-28 03:52:11.715955,B,4963
19143,27603,2023-04-12 18:02:37.604208,C,1471
19144,27604,2024-05-26 20:20:57.092076,A,3039
19145,27605,2023-07-02 03:00:00.800899,A,3609
19146,27606,2023-11-18 00:43:20.370964,C,2464
19147,27607,2023-12-28 02:37:01.068013,A,4992
19148,27608,2023-03-30 06:17:37.281135,A,6741
19149,27609,2023-12-07 08:58:11.244145,C,5073
19150,27610,2023-10-27 12:22:28.366908,C,5039
19151,27611,2023-04-09 13:18:13.942574,C,6099
19152,27613,2023-10-05 09:32:21.415328,B,3270
19153,27615,2023-10-29 22:02:12.442260,B,7765
19154,27617,2024-02-02 15:52:18.828355,A,6477
19155,27618,2023-06-13 09:40:23.292005,C,1473
19156,27619,2023-10-01 11:12:33.463662,A,4271
19157,27621,2024-03-04 05:35:21.381819,B,7267
19158,27623,2023-12-17 15:59:40.464224,A,7542
19159,27624,2023-08-07 08:12:16.537037,C,3011
19160,27625,2023-05-03 17:16:24.257270,B,6947
19161,27626,2023-10-20 14:18:35.111379,A,6359
19162,27627,2023-04-16 23:48:26.680144,C,150
19163,27630,2024-01-07 04:38:10.823464,B,2036
19164,27632,2024-01-08 10:40:43.349235,A,6272
19165,27635,2023-11-24 22:18:00.787861,A,1491
19166,27636,2023-10-12 03:47:11.065575,A,1347
19167,27637,2023-03-22 12:24:24.745056,A,1682
19168,27639,2023-09-09 03:43:15.744560,C,7918
19169,27640,2023-04-27 20:10:12.841904,A,3041
19170,27641,2024-04-29 04:24:56.171991,A,6758
19171,27642,2023-02-25 01:18:08.876837,A,8071
19172,27645,2024-04-01 03:59:27.880553,A,6860
19173,27646,2023-09-05 07:55:18.276871,B,1625
19174,27647,2023-06-13 08:44:58.754818,A,1768
19175,27648,2023-07-12 23:02:10.008407,A,7157
19176,27649,2023-12-27 12:54:09.910643,A,4364
19177,27650,2023-06-29 22:53:19.254682,C,1886
19178,27653,2023-08-30 00:05:30.012469,C,3550
19179,27655,2023-05-15 14:20:58.480814,A,6755
19180,27656,2023-12-13 15:52:11.889987,A,2984
19181,27658,2023-08-24 01:00:35.268630,A,7104
19182,27659,2023-07-17 05:23:47.461035,C,4094
19183,27660,2023-09-18 02:48:07.456653,A,2353
19184,27661,2023-04-11 23:33:29.256549,A,5426
19185,27663,2024-05-08 21:57:12.570143,C,2767
19186,27664,2024-01-22 07:55:29.668943,A,6700
19187,27665,2023-05-29 07:56:41.911655,A,6516
19188,27670,2024-01-07 08:54:35.490798,A,6448
19189,27671,2024-01-30 21:28:18.590910,A,6449
19190,27673,2023-12-09 08:54:33.669290,A,4005
19191,27674,2023-07-29 08:42:08.679016,A,7866
19192,27675,2023-08-18 07:02:20.787907,C,5813
19193,27676,2023-05-08 22:40:22.326680,A,6770
19194,27677,2023-06-18 17:55:41.456155,A,6880
19195,27678,2023-11-02 21:27:12.721630,A,1953
19196,27681,2023-07-19 22:17:03.924280,A,6677
19197,27687,2023-06-11 12:21:24.038230,A,3227
19198,27688,2023-04-19 09:46:54.040000,C,5224
19199,27690,2023-08-12 14:31:11.864488,A,6590
19200,27691,2024-10-04 00:27:24.337020,A,305
19201,27692,2023-02-18 12:28:39.315389,A,7887
19202,27693,2023-08-17 07:31:05.871211,C,7936
19203,27694,2024-02-03 19:10:02.439923,B,6208
19204,27695,2023-07-20 04:17:48.376823,A,6466
19205,27696,2024-01-08 02:32:50.486800,A,7260
19206,27697,2023-05-19 03:49:19.944258,A,7926
19207,27698,2023-08-29 20:45:29.830748,A,3164
19208,27699,2023-07-12 08:30:16.595511,A,6909
19209,27700,2023-10-25 14:21:08.243650,A,6055
19210,27701,2023-04-07 03:51:29.687447,A,5715
19211,27703,2023-09-27 22:14:13.069421,C,6861
19212,27705,2023-09-06 00:17:25.625547,A,5928
19213,27707,2024-02-14 23:53:18.493478,A,7827
19214,27708,2023-06-12 15:46:43.531458,A,7295
19215,27709,2023-05-11 20:10:23.131450,A,7215
19216,27711,2023-12-04 08:08:50.411371,C,4987
19217,27712,2023-10-29 00:19:57.408236,C,5613
19218,27713,2023-08-01 14:54:45.120549,C,7936
19219,27714,2023-07-25 11:29:55.260745,A,410
19220,27716,2023-12-23 22:13:59.329272,A,6984
19221,27717,2024-02-22 20:03:32.411577,B,7110
19222,27720,2023-06-10 13:32:39.315747,C,7290
19223,27721,2023-05-19 11:15:43.689169,A,8022
19224,27725,2024-03-07 05:06:24.584070,A,621
19225,27726,2023-10-26 16:51:11.649407,A,5574
19226,27727,2024-03-07 20:32:43.657522,A,8026
19227,27728,2023-10-12 06:39:11.240988,A,6107
19228,27729,2023-06-20 04:27:02.700498,A,970
19229,27730,2023-07-04 21:56:25.110265,C,5877
19230,27731,2024-01-06 07:59:13.955624,A,5485
19231,27732,2024-02-01 16:52:26.872936,A,5603
19232,27733,2023-11-17 22:26:01.353412,A,8108
19233,27735,2024-03-22 10:22:26.841646,A,6075
19234,27736,2024-05-02 20:15:41.065798,A,5478
19235,27737,2023-06-26 20:14:58.803814,C,7572
19236,27738,2023-10-13 17:09:03.470359,A,5052
19237,27739,2023-12-15 11:48:36.409200,C,3578
19238,27741,2023-06-06 20:12:07.142727,C,5159
19239,27743,2023-09-12 01:15:54.760191,A,8086
19240,27744,2023-05-01 10:21:11.368967,C,5357
19241,27745,2023-11-27 10:58:38.868873,B,7612
19242,27746,2023-07-30 03:13:10.790174,B,7759
19243,27747,2024-03-28 20:37:44.537591,A,5688
19244,27748,2024-08-25 09:16:56.505304,A,7126
19245,27749,2024-03-06 22:06:42.362207,B,6127
19246,27750,2023-11-17 11:30:46.467207,B,6177
19247,27751,2024-03-10 05:50:47.506965,A,4667
19248,27752,2023-09-10 01:19:52.648101,A,8023
19249,27753,2024-02-04 14:10:26.334504,C,6212
19250,27755,2024-01-09 01:40:24.610223,A,3693
19251,27757,2023-07-23 05:40:36.328709,A,3156
19252,27758,2023-07-12 05:47:41.564156,A,3723
19253,27759,2023-03-16 15:38:46.688821,B,7706
19254,27760,2024-01-11 12:10:00.229351,A,7615
19255,27762,2023-09-25 17:35:44.615475,A,386
19256,27765,2024-03-13 02:41:57.117821,A,6054
19257,27766,2023-10-23 06:55:44.962204,A,5476
19258,27767,2023-12-11 08:15:56.420754,A,7853
19259,27768,2023-04-05 11:57:44.955659,A,8023
19260,27769,2024-03-04 17:06:34.466109,A,6860
19261,27770,2023-07-28 20:59:48.964031,A,6408
19262,27772,2023-07-02 08:35:48.114026,C,6731
19263,27773,2023-07-06 17:01:39.580937,A,5297
19264,27774,2024-03-04 23:08:50.485449,C,2961
19265,27775,2023-12-17 01:15:19.491868,A,4648
19266,27776,2023-05-17 22:32:28.079830,A,7797
19267,27777,2024-02-19 12:53:26.034785,A,3651
19268,27778,2023-07-05 20:28:10.132219,A,2597
19269,27779,2023-09-05 11:58:58.843977,C,7469
19270,27780,2024-03-31 01:49:41.320573,A,5376
19271,27781,2023-06-10 03:32:16.844698,B,465
19272,27782,2023-11-13 05:29:48.562599,A,7722
19273,27784,2024-01-29 23:48:50.045124,A,7703
19274,27785,2023-09-18 17:23:52.212363,A,7685
19275,27786,2024-07-11 15:41:37.252294,B,6205
19276,27787,2023-07-17 01:06:26.412633,A,5019
19277,27788,2024-01-29 02:20:19.915414,A,4893
19278,27789,2023-07-19 03:43:01.571081,A,5
19279,27791,2023-04-14 23:45:27.076910,B,6704
19280,27793,2023-10-16 23:42:25.165422,A,2239
19281,27794,2023-07-16 19:08:26.160871,B,3702
19282,27795,2023-11-20 15:01:20.242252,C,6321
19283,27796,2023-05-13 01:05:44.570459,C,5358
19284,27798,2023-08-19 17:39:24.902800,A,7274
19285,27799,2023-09-01 08:25:24.246214,B,164
19286,27800,2023-02-19 14:33:46.291422,C,1455
19287,27802,2023-10-18 19:02:59.315174,B,1343
19288,27803,2023-05-19 18:53:14.083429,C,5565
19289,27804,2023-10-01 13:07:10.039447,B,6893
19290,27805,2023-05-17 08:25:12.981874,A,7656
19291,27807,2024-02-24 04:19:50.660625,A,2761
19292,27808,2023-07-14 12:22:43.368501,A,1254
19293,27809,2023-12-16 07:55:58.345360,C,1913
19294,27811,2023-11-03 09:34:55.239188,B,6156
19295,27812,2023-12-30 16:37:09.299803,C,7701
19296,27813,2023-08-28 01:27:57.857809,C,2470
19297,27814,2023-11-11 20:38:59.547498,A,5365
19298,27816,2023-07-20 01:05:56.765913,A,7650
19299,27820,2024-03-27 09:35:20.967030,A,3101
19300,27821,2023-04-08 19:04:42.422326,A,4518
19301,27822,2023-07-25 04:48:53.916795,A,7434
19302,27823,2023-09-24 04:41:03.421943,A,6320
19303,27824,2024-03-11 09:36:51.557234,A,7149
19304,27825,2024-01-23 20:49:09.187684,A,5464
19305,27826,2023-04-26 07:19:14.428438,B,7540
19306,27828,2023-10-26 16:29:10.395234,A,5390
19307,27830,2023-05-27 11:52:43.733002,C,6878
19308,27831,2023-06-19 00:31:47.293011,A,6375
19309,27832,2023-10-25 11:13:26.732288,A,2796
19310,27834,2023-07-14 19:55:40.726489,C,5177
19311,27836,2024-03-16 17:06:12.851391,C,4949
19312,27837,2024-01-12 19:57:54.707408,C,7935
19313,27838,2024-05-13 22:16:00.384664,A,6110
19314,27839,2023-02-08 05:57:15.475377,A,3821
19315,27840,2023-09-13 12:48:21.401581,A,3261
19316,27843,2024-02-21 02:42:28.411763,A,5799
19317,27844,2023-07-18 18:11:48.859618,A,7101
19318,27845,2023-08-09 00:20:42.944578,C,6409
19319,27848,2023-04-22 19:44:47.348977,A,3423
19320,27849,2023-08-27 23:31:55.331702,C,1097
19321,27850,2023-06-02 00:25:32.838436,A,7331
19322,27851,2024-03-18 15:42:55.996236,A,4656
19323,27852,2023-05-11 18:29:13.851515,A,7850
19324,27853,2023-06-05 09:34:46.606981,C,6397
19325,27854,2023-07-09 23:22:50.802304,A,5621
19326,27856,2024-01-23 20:08:13.491441,A,5394
19327,27857,2023-08-03 11:05:42.939099,A,1791
19328,27859,2023-06-30 23:55:41.783547,A,6388
19329,27860,2023-08-06 09:19:37.939405,A,1921
19330,27862,2023-04-08 07:33:26.739584,A,7152
19331,27864,2024-02-25 20:14:52.906572,A,3422
19332,27865,2024-02-02 23:37:05.058419,A,1335
19333,27866,2024-04-26 20:31:59.015343,A,1814
19334,27867,2024-01-26 03:56:29.803411,A,967
19335,27868,2023-12-02 13:41:30.962922,B,2797
19336,27870,2023-06-09 15:21:51.954779,A,7040
19337,27871,2024-01-02 13:08:14.188067,A,5000
19338,27872,2023-11-24 02:14:55.995861,A,5439
19339,27873,2023-10-19 07:26:03.939177,A,2299
19340,27874,2023-09-11 09:44:49.073782,C,5020
19341,27876,2023-11-25 10:07:34.926915,A,2207
19342,27878,2023-12-27 23:38:47.025994,A,7058
19343,27879,2024-04-01 06:17:35.227885,A,6849
19344,27880,2023-11-16 12:04:27.982238,A,5134
19345,27881,2023-10-08 04:59:01.955971,C,4719
19346,27882,2023-06-11 01:10:45.608862,A,240
19347,27883,2023-03-25 02:15:59.880585,C,5273
19348,27884,2023-04-26 18:45:15.418362,C,6035
19349,27886,2023-10-07 03:54:21.936230,C,3450
19350,27887,2024-01-03 08:42:11.825601,B,4713
19351,27888,2023-09-27 22:40:34.415922,C,4105
19352,27889,2024-01-14 12:37:54.270500,A,6501
19353,27891,2023-05-05 09:43:30.002988,C,2914
19354,27892,2023-09-03 20:14:31.102214,B,6051
19355,27893,2023-12-31 19:07:42.937650,A,7524
19356,27896,2024-01-29 18:33:42.233312,C,6692
19357,27897,2023-10-20 15:54:28.452658,A,6978
19358,27898,2023-09-30 03:01:09.871444,A,2235
19359,27901,2024-01-24 18:32:19.289084,A,5036
19360,27902,2023-10-26 13:50:59.976334,A,5801
19361,27904,2023-06-19 09:29:30.970192,A,5031
19362,27905,2023-08-30 07:25:20.618671,A,4233
19363,27907,2023-08-05 05:06:01.352360,A,3806
19364,27908,2023-06-20 02:23:13.250131,B,389
19365,27909,2023-04-24 02:27:59.178695,A,7690
19366,27910,2023-11-04 20:02:16.367243,C,5608
19367,27911,2023-12-11 07:12:25.629660,A,3852
19368,27912,2023-06-14 23:18:02.427252,A,7625
19369,27913,2024-03-12 09:12:35.937314,A,6160
19370,27914,2023-11-22 01:21:01.186353,C,7203
19371,27915,2023-07-21 20:08:38.500660,A,7483
19372,27916,2023-07-24 21:35:04.928626,A,5175
19373,27918,2023-06-09 22:50:09.780653,C,6800
19374,27919,2023-12-15 18:36:32.354914,A,1767
19375,27920,2023-08-29 23:26:47.152338,A,4639
19376,27921,2024-02-17 03:52:21.359941,A,4123
19377,27922,2024-03-28 02:12:47.039902,A,3651
19378,27924,2023-06-29 17:38:07.989916,B,3613
19379,27925,2023-12-14 11:16:12.594761,C,3699
19380,27926,2023-11-21 04:34:11.160526,A,7974
19381,27927,2024-01-13 20:35:49.580628,A,1600
19382,27928,2024-03-22 23:59:02.418763,C,7623
19383,27931,2023-05-19 03:02:49.619958,A,4885
19384,27932,2023-07-01 01:38:54.252798,A,7851
19385,27935,2024-02-14 04:19:34.963029,A,7322
19386,27936,2023-03-28 08:20:19.729002,C,3474
19387,27937,2023-05-30 15:05:39.824081,B,7499
19388,27938,2023-04-22 04:05:21.210222,A,5332
19389,27942,2023-12-16 10:48:29.204661,A,8094
19390,27944,2023-05-24 00:56:13.774956,A,3998
19391,27945,2023-03-20 23:47:47.394882,A,7674
19392,27947,2023-05-30 23:40:56.868028,A,5780
19393,27949,2023-04-17 02:34:13.099928,A,5307
19394,27951,2023-07-13 18:48:58.402793,C,7232
19395,27953,2023-05-28 14:11:22.703039,A,790
19396,27955,2023-05-30 23:12:14.460775,A,3310
19397,27956,2023-10-18 05:04:39.373177,A,3863
19398,27958,2023-09-22 16:59:06.437761,A,5453
19399,27960,2024-02-04 09:32:47.035938,A,4435
19400,27961,2024-02-17 19:33:29.298742,A,7293
19401,27962,2023-12-01 18:07:18.186312,A,5396
19402,27963,2024-05-08 02:36:54.863199,A,6408
19403,27964,2024-07-10 21:32:42.005569,A,1533
19404,27965,2023-11-03 13:45:11.861307,A,5050
19405,27966,2023-03-15 07:30:32.876890,A,1688
19406,27967,2023-10-12 05:11:51.832020,A,7445
19407,27968,2023-09-23 14:42:24.406894,B,6555
19408,27969,2023-06-24 02:05:01.151451,A,7854
19409,27970,2023-09-20 02:36:41.613390,A,4664
19410,27971,2023-05-12 05:07:26.607323,B,3739
19411,27972,2023-07-05 06:12:28.534200,C,4712
19412,27973,2023-10-19 10:35:06.329118,A,7245
19413,27974,2023-09-21 03:51:25.330703,A,166
19414,27976,2023-06-17 01:02:53.132187,C,6038
19415,27977,2024-01-08 08:16:07.477809,A,5283
19416,27978,2023-08-16 12:43:38.594482,C,1904
19417,27979,2023-02-22 14:31:28.539315,A,7302
19418,27983,2023-07-14 12:23:52.605570,B,5923
19419,27988,2023-08-24 13:30:06.520486,A,7187
19420,27989,2024-01-03 21:25:38.037378,C,3524
19421,27991,2024-02-06 16:15:45.643939,C,3000
19422,27992,2023-08-06 06:02:16.356625,B,3061
19423,27993,2023-04-29 17:54:43.767782,C,1269
19424,27994,2023-04-12 20:47:19.206268,C,7616
19425,27995,2023-09-26 04:23:39.065116,A,6366
19426,27999,2023-04-18 05:49:54.844817,A,7117
19427,28000,2023-04-08 12:44:01.459322,A,5671
19428,28001,2024-03-22 13:25:37.016090,A,2569
19429,28002,2023-06-03 15:05:41.809007,A,8061
19430,28003,2023-06-01 09:28:50.822957,C,6233
19431,28004,2023-04-14 22:16:23.641475,A,7842
19432,28005,2024-06-06 10:11:27.304645,A,5194
19433,28007,2023-08-31 20:04:31.704006,A,255
19434,28008,2024-02-03 04:18:42.989710,A,6347
19435,28010,2023-08-26 20:43:34.009827,A,7410
19436,28011,2023-12-24 15:03:41.821486,A,6652
19437,28013,2023-07-27 04:02:01.638357,A,6221
19438,28014,2024-01-20 19:17:39.175371,A,5873
19439,28015,2023-06-25 10:14:33.714979,A,5060
19440,28016,2023-10-19 16:49:39.870904,A,2883
19441,28017,2023-04-07 15:28:23.084370,A,7647
19442,28018,2023-08-21 21:47:26.411352,A,2889
19443,28019,2023-08-29 20:50:04.099455,A,7743
19444,28022,2023-08-05 19:29:10.957877,A,5132
19445,28023,2023-03-09 10:35:01.230715,A,5519
19446,28026,2023-10-08 10:36:25.578143,A,6821
19447,28027,2023-10-29 13:00:57.767385,A,2452
19448,28029,2023-06-17 20:35:22.381690,A,2595
19449,28032,2023-05-30 17:46:29.253016,C,4117
19450,28034,2023-07-29 11:01:44.285974,A,7421
19451,28035,2023-06-01 11:30:43.516865,A,7159
19452,28039,2023-09-29 21:37:45.316499,A,1659
19453,28040,2023-07-13 00:52:24.354467,A,2797
19454,28041,2023-07-09 21:00:49.558960,A,3019
19455,28043,2023-08-20 17:39:09.904864,A,336
19456,28044,2023-10-19 22:06:10.097861,A,6683
19457,28046,2023-07-30 07:36:18.353062,A,4729
19458,28047,2023-06-06 20:41:42.408510,A,1766
19459,28051,2023-11-29 05:35:58.293400,A,8010
19460,28053,2024-03-03 10:51:30.822350,A,6413
19461,28054,2023-07-07 17:56:39.828942,B,8080
19462,28056,2023-05-27 08:44:43.462989,A,6370
19463,28057,2023-10-24 21:07:16.774947,A,5523
19464,28058,2023-11-07 06:29:09.771173,A,7762
19465,28059,2023-04-05 14:44:13.552557,A,7527
19466,28061,2024-02-26 16:31:29.951520,A,6834
19467,28063,2024-01-30 16:06:54.275503,A,1520
19468,28065,2023-06-18 13:25:12.238467,C,2802
19469,28066,2023-12-11 02:54:06.005169,A,5997
19470,28067,2023-04-19 23:09:23.378902,A,3419
19471,28068,2024-05-18 01:50:49.239555,A,577
19472,28069,2023-10-10 17:29:29.632574,C,6576
19473,28072,2023-08-29 12:06:50.963655,C,3766
19474,28073,2023-08-23 03:26:06.341652,C,3379
19475,28074,2023-11-30 09:16:48.544185,A,8084
19476,28075,2023-06-05 13:56:08.340707,A,5290
19477,28076,2024-04-19 16:51:03.085678,A,157
19478,28079,2023-02-21 12:30:50.122831,A,7511
19479,28081,2023-06-27 20:12:50.814253,B,1264
19480,28086,2023-11-10 13:40:03.187533,C,5586
19481,28087,2023-12-08 03:40:41.773361,C,6696
19482,28089,2023-04-21 15:20:20.683447,A,7077
19483,28092,2023-04-09 07:17:45.123625,A,6473
19484,28093,2023-07-29 23:48:51.907958,A,7503
19485,28095,2023-09-18 10:03:29.844097,A,3179
19486,28096,2023-05-28 13:01:27.528033,A,2321
19487,28097,2024-03-24 15:32:31.023900,C,3891
19488,28098,2024-02-10 02:40:17.237904,A,6516
19489,28099,2023-03-14 03:58:37.216391,C,7461
19490,28101,2023-09-07 16:11:20.097450,A,6980
19491,28104,2024-03-28 01:20:58.453108,A,6101
19492,28106,2023-08-08 03:29:19.797700,A,7353
19493,28107,2023-08-15 10:16:12.221807,A,263
19494,28108,2023-04-27 01:24:40.351473,A,1880
19495,28110,2023-11-05 01:56:48.834558,A,7246
19496,28112,2023-11-09 08:36:51.668342,A,3240
19497,28115,2023-07-01 09:43:51.145780,A,3540
19498,28117,2023-06-16 18:37:48.777592,C,1033
19499,28118,2023-04-23 13:28:16.197873,A,5115
19500,28119,2023-06-11 08:43:01.754170,C,4022
19501,28121,2024-01-13 10:39:59.683169,A,4026
19502,28124,2023-11-29 19:36:51.858550,A,7706
19503,28125,2023-05-08 19:29:58.123292,C,5983
19504,28126,2023-04-03 08:02:31.019328,A,7130
19505,28127,2023-03-30 15:02:40.574519,A,1425
19506,28128,2023-10-22 13:24:14.465921,A,6519
19507,28129,2023-07-12 14:41:24.461889,A,4368
19508,28130,2024-01-22 23:50:30.016602,A,7168
19509,28132,2023-08-07 06:13:24.293798,A,2271
19510,28133,2023-10-14 13:41:45.147038,A,7591
19511,28134,2023-06-03 19:01:18.917952,C,5026
19512,28135,2024-02-29 09:41:17.984126,A,642
19513,28136,2024-03-28 07:15:11.831725,A,3737
